ID,Language_ID,English_Gloss,Form,Inflected_Forms,Comment,Source
tomo1244-1-0177,tomo1244-1,"grandmother, great-grandmother; granddaughter, great-granddaughter; grandparent",tubu,"tubu-ʝo (1sg), tubun ano-n (3sg), tubu ano (before noun)",loan from Tok Pisin /tumbuna/ 'grandparent'?,BarlowKillian2023
tomo1244-1-0178,tomo1244-1,spouse,βaluk,ro=βaluk (du),,BarlowKillian2023
tomo1244-1-0179,tomo1244-1,enemy,βaneker,,cf. /ker/ 'to anger'; also /imuo/,BarlowKillian2023
tomo1244-1-0180,tomo1244-1,old (person) (?),βar,,"as found in /βarlami/ 'old man', /βarpulo/ 'old woman'",BarlowKillian2023
tomo1244-1-0181,tomo1244-1,old man,βarlami,e=βarlami (pl),,BarlowKillian2023
tomo1244-1-0182,tomo1244-1,old woman,βarpulo,e=βarpulo (pl),,BarlowKillian2023
tomo1244-1-0183,tomo1244-1,flying fox sp. (big flying fox),baku,,,BarlowKillian2023
tomo1244-1-0184,tomo1244-1,"worm sp., earthworm sp.",bieŋ,e=bieŋ (pl),"cf. Grace (1955a): <nebieŋ> 'fly'; also /morbieŋ/, /manmie/; /murkun/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0185,tomo1244-1,fish sp. (freshwater fish),blapur,,literally 'head big'?,BarlowKillian2023
tomo1244-1-0186,tomo1244-1,"cuscus, possum",blik,e=blik (pl),same as 'bad'?,BarlowKillian2023
tomo1244-1-0187,tomo1244-1,grub sp. (red edible grub that lives in vines),bulua,e=bulua (pl),,BarlowKillian2023
tomo1244-1-0188,tomo1244-1,pig,buo,"m=buo (sg), ne=buo (sg) (?), e=buo (pl)",this word almost always has a singular marker: /m=buo/,BarlowKillian2023
tomo1244-1-0189,tomo1244-1,oyster,dake,,prefix /da-/?; cf. Grace (1955a): <da·kɛ> 'coconut grater (coconut grated with shell held in hand)',BarlowKillian2023
tomo1244-1-0190,tomo1244-1,snake,gelem,"ne=gelem (sg), e=gelem (pl)",,BarlowKillian2023
tomo1244-1-0191,tomo1244-1,insect sp. (blowfly),ger,"ne=ger (sg); lo-ger [loger ~ loŋger] (prefix /lo-/); ne=lo-ger (sg), e=lo-ger (pl)",cf. /get/ 'housefly',BarlowKillian2023
tomo1244-1-0192,tomo1244-1,"insect sp. (fly, housefly)",get,ne=get (sg),"also /βolmaget/, /βalmaget/; cf. /ger/ 'blowfly'",BarlowKillian2023
tomo1244-1-0193,tomo1244-1,tadpole,gulpek,,,BarlowKillian2023
tomo1244-1-0194,tomo1244-1,insect sp. (grasshopper),her,"ne=her (sg), e=her (pl)",same as 'rains'?,BarlowKillian2023
tomo1244-1-0195,tomo1244-1,fish sp. (prochilodus fish; TP: rabamaus),hoan,,,BarlowKillian2023
tomo1244-1-0196,tomo1244-1,bird sp. (bird that sings at sunrise and sunset),hoha,e=hoha (pl); buŋ-hoha (prefix /buŋ-/),onomatopoeia?,BarlowKillian2023
tomo1244-1-0197,tomo1244-1,egg,hotel,buŋ-hotel (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0198,tomo1244-1,sea snail sp.,ʝaboŋ,,,BarlowKillian2023
tomo1244-1-0199,tomo1244-1,crocodile,ʝame,"ne=ʝame (sg), e=ʝame (pl); da-ʝame (prefix /da-/)","loan from Sulka? (cf. Parkinson 1907: 779: <a iāme> 'Krokodil' ['crocodile']); loan from Mengen? (cf. Parkinson 1907: 779: <iamē ta> 'Krokodil' ['crocodile']); also pronounced as [ʝambe]?; also /roŋgom/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0200,tomo1244-1,bandicoot,ʝaŋa,,metathesized once as [ŋaʝa],BarlowKillian2023
tomo1244-1-0201,tomo1244-1,bird sp. (parrot; TP: kalangal),ka,"ne=ka (sg), e=ka (pl)",same as 'heel'?; same as 'fence'?,BarlowKillian2023
tomo1244-1-0202,tomo1244-1,chicken,kakaruk,e=kakaruk (pl),loan from Tok Pisin /kakaruk/ 'chicken',BarlowKillian2023
tomo1244-1-0203,tomo1244-1,fish sp. (perch; TP: nilpis),kalel,ne=kalel (sg),prefix /ka-/?,BarlowKillian2023
tomo1244-1-0204,tomo1244-1,grub sp. (edible grub that lives in arecoid palms),kalŋos,e=kalŋos (pl),prefix /ka-/?,BarlowKillian2023
tomo1244-1-0205,tomo1244-1,conch sp.,kaŋ,ne=kaŋ (sg),same as 'moon'?; cf. Grace (1955a): <nɛkaŋ> 'conch shell trumpet (= moon)',BarlowKillian2023
tomo1244-1-0206,tomo1244-1,"insect sp. (white ant, termite), white ant nest",kapar,e=kapar (pl); buŋ-kapar ('group of white ants') (prefix /buŋ-/),prefix /ka-/?,BarlowKillian2023
tomo1244-1-0207,tomo1244-1,fish sp. (long white fast saltwater fish),karua,,prefix /ka-/?,BarlowKillian2023
tomo1244-1-0208,tomo1244-1,fish sp. (freshwater fish),kekes,,reduplication?,BarlowKillian2023
tomo1244-1-0209,tomo1244-1,sea snail sp.,kelmaeŋ,,,BarlowKillian2023
tomo1244-1-0210,tomo1244-1,insect sp. (black ant),kenken,e=kenken (pl),reduplication,BarlowKillian2023
tomo1244-1-0211,tomo1244-1,bird sp. (kingfisher),kik,e=kik (pl); buŋ-kik (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0212,tomo1244-1,scorpion,kindot,,,BarlowKillian2023
tomo1244-1-0213,tomo1244-1,crayfish sp. (big),ko,"ŋ=ko (sg), e=ko (pl)",same as 'fist'?,BarlowKillian2023
tomo1244-1-0214,tomo1244-1,insect sp. (praying mantis),kok,"buŋ-kok (prefix /buŋ-/), ka-kok (prefix /ka-/)",same as 'mucus'?,BarlowKillian2023
tomo1244-1-0215,tomo1244-1,crab sp. (small),koklo,,,BarlowKillian2023
tomo1244-1-0216,tomo1244-1,spider,koluak,ka-koluak (prefix /ka-/); buŋ-koluak (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0217,tomo1244-1,snake sp. (sleeping snake),konophe,,,BarlowKillian2023
tomo1244-1-0218,tomo1244-1,snail sp. (land snail),kopoŋ,,,BarlowKillian2023
tomo1244-1-0219,tomo1244-1,bird sp. (crow; TP: kotkot),korkor,,onomatopoeia/reduplication?; loan from Tok Pisin /kotkot/ 'crow'?,BarlowKillian2023
tomo1244-1-0220,tomo1244-1,fish sp.,kotael,,,BarlowKillian2023
tomo1244-1-0221,tomo1244-1,crab sp. (big),kum,"ŋ=kum (sg), e=kum (pl)",,BarlowKillian2023
tomo1244-1-0222,tomo1244-1,insect sp. (louse),kur,"ŋ=kur (sg), e=kur (pl); buŋ-kur ('group of lice') (prefix /buŋ-/)",,BarlowKillian2023
tomo1244-1-0223,tomo1244-1,bird sp. (sparrow),kurtiktik,,prefix /kur-/?; onomatopoeia?; reduplication?,BarlowKillian2023
tomo1244-1-0224,tomo1244-1,turtle,kutuna,e=kutuna (pl),"also /lata/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0225,tomo1244-1,bird sp. (cassowary; TP: muruk),lailieŋ,e=lailieŋ (pl),prefix /la-/?; related to /laliaŋ/ 'yellow'?,BarlowKillian2023
tomo1244-1-0226,tomo1244-1,"nit, louse egg",le,"n=le (sg), e=le (pl), e=nle (?)",reanalyzed singular /n=/?,BarlowKillian2023
tomo1244-1-0227,tomo1244-1,frog,lek,"ne=lek (sg), e=lek (pl)",same as 'sucker'?,BarlowKillian2023
tomo1244-1-0228,tomo1244-1,insect sp. (bedbug),liliu,e=liliu (pl),reduplication; also /liuliu/,BarlowKillian2023
tomo1244-1-0229,tomo1244-1,insect sp. (bedbug),liuliu,,reduplication; also /liliu/,BarlowKillian2023
tomo1244-1-0230,tomo1244-1,insect sp. (red ant; TP: karakum),lol,e=lol (pl); buŋ-lol ('group of red ants') (prefix /buŋ-/),cf. Grace (1955a): <lol> 'spider',BarlowKillian2023
tomo1244-1-0231,tomo1244-1,insect sp. (bee),lombu,la-lombu (prefix /la-/),,BarlowKillian2023
tomo1244-1-0232,tomo1244-1,sea worm sp.,loŋnet,e=loŋnet (pl); ka-loŋnet (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0233,tomo1244-1,bird sp. (pigeon; TP: balus),lopu,e=lopu (pl),,BarlowKillian2023
tomo1244-1-0234,tomo1244-1,sponge,lumbas,e=lumbas (pl),,BarlowKillian2023
tomo1244-1-0235,tomo1244-1,"insect sp. (ant, generic)",mahal,e=mahal (pl),"also /hal/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0236,tomo1244-1,gecko,maʝau,e=maʝau (pl),,BarlowKillian2023
tomo1244-1-0237,tomo1244-1,bird sp. (wild fowl),malau,,,BarlowKillian2023
tomo1244-1-0238,tomo1244-1,bird sp. (parrot with red feathers; TP: marip),male,,,BarlowKillian2023
tomo1244-1-0239,tomo1244-1,insect sp. (sandfly?),malieŋ,"ne=malieŋ (sg), e=malieŋ (pl)",,BarlowKillian2023
tomo1244-1-0240,tomo1244-1,insect sp. (firefly); star,mamar,e=marmar (pl),,BarlowKillian2023
tomo1244-1-0241,tomo1244-1,"worm sp., earthworm sp.",manmie,,"also /bieŋ/, /morbieŋ/; /murkun/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0242,tomo1244-1,bird sp. (bird that portends rain),manβar,,,BarlowKillian2023
tomo1244-1-0243,tomo1244-1,shark,maŋgel,lo-maŋgel (prefix /lo-/),,BarlowKillian2023
tomo1244-1-0244,tomo1244-1,fish sp. (freshwater fish),marien,,,BarlowKillian2023
tomo1244-1-0245,tomo1244-1,"rat, bandicoot",me,"m=me (sg), e=me (pl)",Simon Mangil: <mme>,BarlowKillian2023
tomo1244-1-0246,tomo1244-1,"bird, chicken",men,"m=men (sg), e=men (pl)",cf. Grace (1955a): <mɛn> 'lungs (= bird)',BarlowKillian2023
tomo1244-1-0247,tomo1244-1,bird sp. (hawk; TP: taragau),men pur,m=men pur (sg),literally 'bird big',BarlowKillian2023
tomo1244-1-0248,tomo1244-1,insect sp. (centipede),menes,e=menes (pl),also pronounced as [mnes],BarlowKillian2023
tomo1244-1-0249,tomo1244-1,conch sp.,mluŋ,,or is this /m=luŋ/?,BarlowKillian2023
tomo1244-1-0250,tomo1244-1,insect sp. (dog flea),mnor,"e=mnor (pl), e=nor (pl) (?)",reanalyzed singular /m=/?; reanalyzed prefix /me-/?,BarlowKillian2023
tomo1244-1-0251,tomo1244-1,starfish,momŋol,,,BarlowKillian2023
tomo1244-1-0252,tomo1244-1,"worm sp., earthworm sp.",morbieŋ,,"compound?; also /bieŋ/, /manmie/; /murkun/, based on Ross (1980); cf. Grace (1955a): <kamorbieŋ> 'worm' (prefix /ka-/?)",BarlowKillian2023
tomo1244-1-0253,tomo1244-1,"dolphin, dugong",morip,e=morip (pl),,BarlowKillian2023
tomo1244-1-0254,tomo1244-1,snake sp. (python; TP: moran),mosum,,,BarlowKillian2023
tomo1244-1-0255,tomo1244-1,"female pig, sow; female of any species (?)",motam,motam he-n (3sg); ne=motam he-n (3sg)/(sg); e=motam he (pl),usually possessed,BarlowKillian2023
tomo1244-1-0256,tomo1244-1,"flying fox, bat",msik,"ne=msik (sg), e=msik (pl)",reanalyzed singular /m=/?; reanalyzed prefix /me-/?,BarlowKillian2023
tomo1244-1-0257,tomo1244-1,insect sp. (brown ant),ndan,e=ndan (pl),same as 'ground'?,BarlowKillian2023
tomo1244-1-0258,tomo1244-1,"nest, bird nest, ant nest",ndin,"m=din (sg) (?), e=ndin (pl)",,BarlowKillian2023
tomo1244-1-0259,tomo1244-1,grub sp. (big edible grub that lives in rotten wood),ndir,"e=ndir (pl); ka-ndir (prefix /ka-/), e=ka-ndir (pl)",,BarlowKillian2023
tomo1244-1-0260,tomo1244-1,fish sp. (catfish; TP: mausgras pis),ndulie,e=ndulie (pl),,BarlowKillian2023
tomo1244-1-0261,tomo1244-1,wallaby,nuʝek,"ne=nuʝek (sg), e=nuʝek (pl)","also /muʝek/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0262,tomo1244-1,spider web,ŋaedir,,,BarlowKillian2023
tomo1244-1-0263,tomo1244-1,"roe, fish eggs",ŋapa,,same as 'cane grass'?,BarlowKillian2023
tomo1244-1-0264,tomo1244-1,jellyfish sp.,pagan,,,BarlowKillian2023
tomo1244-1-0265,tomo1244-1,bird sp. (cockatoo; TP: koki),pale,e=pale (pl),,BarlowKillian2023
tomo1244-1-0266,tomo1244-1,fish sp. (ray; TP: par),pan,lo-pan (prefix /lo-/),,BarlowKillian2023
tomo1244-1-0267,tomo1244-1,insect sp. (butterfly),paŋgolpip,,"also /molpim/, based on Grace (1955a); /pamŋolpim/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0268,tomo1244-1,dog,pap,"ne=pap (sg), ro=pap (du), e=pap (pl)","this word almost always has a singular marker: /ne pap/; loan? (cf., e.g., Kunanua: Meyer 1961: 303 <pap> 'Hund' ['dog'])",BarlowKillian2023
tomo1244-1-0269,tomo1244-1,fish sp. (red emperor),paβoe,lo-paβoe (prefix /lo-/),,BarlowKillian2023
tomo1244-1-0270,tomo1244-1,fish,pe,"m=pe (sg), ne=pe (sg), e=pe (pl)",,BarlowKillian2023
tomo1244-1-0271,tomo1244-1,fish sp. (red saltwater fish),peperen,lo-peperen (prefix /lo-/),reduplication?,BarlowKillian2023
tomo1244-1-0272,tomo1244-1,jellyfish sp.,pere,e=pere (pl),,BarlowKillian2023
tomo1244-1-0273,tomo1244-1,crayfish sp. (small),pik,"ne=pik (sg), e=pik (pl)",,BarlowKillian2023
tomo1244-1-0274,tomo1244-1,tail,piuk,"ne=piuk (sg), e=piuk (pl); ka-piuk (prefix /ka-/)",,BarlowKillian2023
tomo1244-1-0275,tomo1244-1,bird sp. (hornbill; TP: kokomo),pogoŋ,,,BarlowKillian2023
tomo1244-1-0276,tomo1244-1,mouse,pormandek,,,BarlowKillian2023
tomo1244-1-0277,tomo1244-1,fish sp. (fish with a sharp nose),pua,ka-pua (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0278,tomo1244-1,grub sp. (big white edible grub that lives in rotten wood),pulha,,,BarlowKillian2023
tomo1244-1-0279,tomo1244-1,sea cucumber,purumbiria,,cf. /biria/ 'breadfruit',BarlowKillian2023
tomo1244-1-0280,tomo1244-1,"animal, meat",rakabuk,"e=rakabuk (pl), buŋ-rakabuk (prefix /buŋ-/), da-rakabuk (prefix /da-/)",,BarlowKillian2023
tomo1244-1-0281,tomo1244-1,insect sp. (mosquito),ramua,e=ramua (pl); ka-ramua (prefix /ka-/),"also /makinkini/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0282,tomo1244-1,"piglet, small pig",rek buo,ne=rek buo (sg),literally 'small pig',BarlowKillian2023
tomo1244-1-0283,tomo1244-1,fish sp. (red snapper),ser,lo-ser (prefix /lo-/),,BarlowKillian2023
tomo1244-1-0284,tomo1244-1,"male pig, boar; male of any species (?)",si,si he=n (3sg); ne=si he=n (3sg)/(sg); kur-si he=n (3sg) (prefix /kur-/); e=si he (pl),usually possessed,BarlowKillian2023
tomo1244-1-0285,tomo1244-1,insect sp. (cockroach),soma,,,BarlowKillian2023
tomo1244-1-0286,tomo1244-1,fish sp. (eel),tabluk,,,BarlowKillian2023
tomo1244-1-0287,tomo1244-1,clam,tia,e=tia (pl),,BarlowKillian2023
tomo1244-1-0288,tomo1244-1,fish sp. (long white fish),tonae,,,BarlowKillian2023
tomo1244-1-0289,tomo1244-1,bird sp. (owl),turtur,,,BarlowKillian2023
tomo1244-1-0290,tomo1244-1,lizard,uriep,"ne=uriep (sg), e=uriep (pl), e=neuriep (pl) (?)",reanalyzed singular /ne=/?,BarlowKillian2023
tomo1244-1-0291,tomo1244-1,octopus,usingi,,,BarlowKillian2023
tomo1244-1-0292,tomo1244-1,"insect sp. (fly, housefly)",βalmaget,,"compound?; also /get/, /βolmaget/",BarlowKillian2023
tomo1244-1-0293,tomo1244-1,fish sp. (cod; TP: bikmaus),βer,e=βer (pl); loβer (prefix /lo-/),,BarlowKillian2023
tomo1244-1-0294,tomo1244-1,"bird sp. (willie wagtail, toilet keeper)",βime,,,BarlowKillian2023
tomo1244-1-0295,tomo1244-1,"insect sp. (fly, housefly)",βolmaget,e=βolmaget (pl),"compound?; also /get/, /βalmaget/",BarlowKillian2023
tomo1244-1-0296,tomo1244-1,insect sp. (wasp),βoŋ,e=βoŋ (pl),,BarlowKillian2023
tomo1244-1-0297,tomo1244-1,fish sp. (tilapia; TP: makau),βria,,"Simon Mangil: <vria>, but it may be pronounced with a prothetic schwa: [əβria]",BarlowKillian2023
tomo1244-1-0298,tomo1244-1,snake sp. (cobra),βuloun,,,BarlowKillian2023
tomo1244-1-0299,tomo1244-1,fish sp. (fish with thick skin),βuβen,,,BarlowKillian2023
tomo1244-1-0300,tomo1244-1,bean; corn (maize),ba,"m=ba (sg); buŋ-ba (prefix /buŋ-/), ka-ba [kamba] (prefix /ka-/)",,BarlowKillian2023
tomo1244-1-0301,tomo1244-1,betel pepper (TP: daka),beul,,the meaning of /be-/ is uncertain; /ul/ (also) means 'betel pepper',BarlowKillian2023
tomo1244-1-0302,tomo1244-1,plant sp.,bilal,,,BarlowKillian2023
tomo1244-1-0303,tomo1244-1,breadfruit,biria,"ne=biria (sg), e=biria (pl)","also /pena/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0304,tomo1244-1,taro sp. (planted in the ground),bobo,,reduplication,BarlowKillian2023
tomo1244-1-0305,tomo1244-1,areca nut (betel nut),bu,"m=bu (sg), e=bu (pl); buŋ-bu (prefix /buŋ-/)",same as 'to fall (of rain)'; cf. Reesink (2005: 183): <mbu> 'heart',BarlowKillian2023
tomo1244-1-0306,tomo1244-1,nut sp. (wild betel nut; TP: kawiwi),bubek,"buŋ-bubek (prefix /buŋ-/), ka-bubek (prefix /ka-/)",literally 'areca bitter'?,BarlowKillian2023
tomo1244-1-0307,tomo1244-1,root; cassava,bulhe,"bulhe-n (3sg); ne=bulhe (sg), e=bulhe (pl)","prefix /bul-/, from prefix /buŋ-/; literally 'bundle of sticks'?",BarlowKillian2023
tomo1244-1-0308,tomo1244-1,coconut fruit,bulme,"ro=bulme (du), e=bulme (pl) buŋ-bulme (prefix /buŋ-/) (double prefix: first is fossilized)","prefix /bu-/, from prefix /buŋ-/ with /lme/ 'coconut'",BarlowKillian2023
tomo1244-1-0309,tomo1244-1,galip nut (fruit of the Canarium tree),buŋali,,"prefix /bu-/, from prefix /buŋ-/, with /ŋali/ 'galip nut'; degemination",BarlowKillian2023
tomo1244-1-0310,tomo1244-1,breadfruit fruit,buŋbiria,,prefix /buŋ-/ with /biria/ 'breadfruit',BarlowKillian2023
tomo1244-1-0311,tomo1244-1,fig fruit,buŋhumri,,prefix /buŋ-/ with /humri/ 'fig tree',BarlowKillian2023
tomo1244-1-0312,tomo1244-1,banana fruit,buŋmao,,prefix /buŋ-/ with /mao/ 'banana',BarlowKillian2023
tomo1244-1-0313,tomo1244-1,root; cassava,buol,,cf. /bulhe/ 'root'; also /topiok/,BarlowKillian2023
tomo1244-1-0314,tomo1244-1,tobacco,buolak,ne=buolak (sg),"also /siuku/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0315,tomo1244-1,grass,del,"ne=del (sg), e=del (pl); ka-del (prefix /ka-/)",same as 'party'?,BarlowKillian2023
tomo1244-1-0316,tomo1244-1,thorn; needle,diŋ,"n=diŋ (sg), e=diŋ (pl); ka-diŋ (prefix /ka-/), da-diŋ [dandiŋ] (prefix /da-/)",,BarlowKillian2023
tomo1244-1-0317,tomo1244-1,flower (flowers used to decorate the village; TP: purpur),dumhe,"e=dumhe (pl); ka-dumhe (prefix /ka-/), buŋ-dumhe (prefix /buŋ-/)","perhaps refers to 'croton shrubs'; includes /he/ 'stick'; also [dume]; /rum/, based on Grace (1955a); /tete/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0318,tomo1244-1,"treetop, crown (of tree)",gi,"ŋ=gi (sg); e=gi (pl); ŋ=gi lo-n (3sg)/(sg), e=gi lo-n (3sg)/(pl)",,BarlowKillian2023
tomo1244-1-0319,tomo1244-1,arecoid palm (TP: limbum),glep,"e=glep (pl), da-glep [daglep ~ daŋglep] (prefix /da-/)",,BarlowKillian2023
tomo1244-1-0320,tomo1244-1,vegetables (generic; TP: kumu),gom,"ŋ=gom (sg), e=gom [eŋgom] (pl); ka-gom (prefix /ka-/), ra-gom (prefix /ra-/)",or is /ŋ/ part of root: /ŋgom/?,BarlowKillian2023
tomo1244-1-0321,tomo1244-1,yam sp. (wild yam),halok,,,BarlowKillian2023
tomo1244-1-0322,tomo1244-1,plant sp.,harer,,,BarlowKillian2023
tomo1244-1-0323,tomo1244-1,stick,he,"e=he (pl), ka-he (prefix /ka-/), e=ka-he (pl)",same as 'voice'?,BarlowKillian2023
tomo1244-1-0324,tomo1244-1,yam,hean,"ne=hean (sg), e=hean (pl); buŋ-hean [buŋhean ~ buŋean] (prefix /buŋ-/); la-hean ('piece of yam') (prefix /la-/)",also /hian/; cf. Grace (1955a): <buŋe̯an>,BarlowKillian2023
tomo1244-1-0325,tomo1244-1,stinging nettle (TP: salat),heblik,"ka-heblik (prefix /ka-/), ra-heblik (prefix /ra-/)",literally 'stick bad'?,BarlowKillian2023
tomo1244-1-0326,tomo1244-1,tree sp. (cedar tree),hemto,ka-hemto (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0327,tomo1244-1,tree sp. (Tahitian chestnut tree; TP: aila),hep,e=hep (pl),,BarlowKillian2023
tomo1244-1-0328,tomo1244-1,tree sp.,hetuk,ka-hetuk (prefix /ka-/),does this refer to a Neonauclea tree?; final /k/ is uncertain: is this /hetu/?,BarlowKillian2023
tomo1244-1-0329,tomo1244-1,yam,hian,"ne=hian (sg), e=hian (pl); buŋ-hian [buŋhian ~ buŋian] (prefix /buŋ-/), la-hian ('piece of yam') (prefix /la-/)",also /hean/,BarlowKillian2023
tomo1244-1-0330,tomo1244-1,vine; rope,hoa,e=hoa (pl); ka-hoa (prefix /ka-/); ne=kahoa (sg),same as 'spouse's father'?,BarlowKillian2023
tomo1244-1-0331,tomo1244-1,lime (TP: kambang) (plural),hobeŋ,"n=obeŋ (sg), e=hobeŋ (pl)",/h/ might imply plural; cf. /nobeŋ/ lime',BarlowKillian2023
tomo1244-1-0332,tomo1244-1,sweet potato,home,"ne=home (sg), e=home (pl); buŋ-home (prefix /buŋ-/), la-home ('piece of sweet potato') (prefix /la-/)","also /konaŋe/, based on Grace (1955a)",BarlowKillian2023
tomo1244-1-0333,tomo1244-1,fruit sp. (Malay apple; TP: laulau),hopiek,buŋ-hopiek (prefix /buŋ-/),,BarlowKillian2023
tomo1244-1-0334,tomo1244-1,vegetable sp. (cucumber),huan,,,BarlowKillian2023
tomo1244-1-0335,tomo1244-1,tree sp. (fig tree; TP: fikus),humri,,,BarlowKillian2023
tomo1244-1-0336,tomo1244-1,breadfruit tree,kabiria,,prefix /ka-/ with /biria/ 'breadfruit',BarlowKillian2023
tomo1244-1-0337,tomo1244-1,areca palm,kabu,ne=kabu (sg) (prefix /ka-/),prefix /ka-/ with /bu/ 'areca nut',BarlowKillian2023
tomo1244-1-0338,tomo1244-1,yam plant,kahian,,prefix /ka-/ with /hian/ 'yam',BarlowKillian2023
tomo1244-1-0339,tomo1244-1,coconut palm,kalme,e=kalme (pl) (prefix /ka-/),prefix /ka-/ with /lme/ 'coconut',BarlowKillian2023
tomo1244-1-0340,tomo1244-1,taro sp. (purple taro),kalolae,,prefix /ka-/?,BarlowKillian2023
tomo1244-1-0341,tomo1244-1,yam thorn,kalβek,,prefix /ka-/?; cf. /noβek/ 'Jew's harp',BarlowKillian2023
tomo1244-1-0342,tomo1244-1,banana plant,kamao,e=kamao (pl) (prefix /ka-/),prefix /ka-/ with /mao/ 'banana',BarlowKillian2023
tomo1244-1-0343,tomo1244-1,tall ginger (TP: gorgor),karo,e=karo (pl); buŋ-karo ('group of tall ginger') (prefix /buŋ-/),prefix /ka-/?,BarlowKillian2023
tomo1244-1-0344,tomo1244-1,plant sp. (plant used as perfume),karuŋ,,prefix /ka-/?,BarlowKillian2023
tomo1244-1-0345,tomo1244-1,betel pepper vine (TP: rop daka),kato,,prefix /ka-/?,BarlowKillian2023
tomo1244-1-0346,tomo1244-1,bamboo,kaur,e=kaur (pl),"prefix /ka-/?; also /nelku/, based on Ross (1980)",BarlowKillian2023
tomo1244-1-0347,tomo1244-1,vegetable sp. (amaranth; TP: aupa),keket,e=keket (pl),reduplication?,BarlowKillian2023
tomo1244-1-0348,tomo1244-1,base of a coconut shell,kobi en bulme,ne=kobi en bulme (sg),literally 'bottom of fruit-coconut'?,BarlowKillian2023
tomo1244-1-0349,tomo1244-1,taro sp. (swamp taro),komama,,reduplication?,BarlowKillian2023
tomo1244-1-0350,tomo1244-1,tree sp. (ironwood tree; TP: kwila),koβa,e=koβa (pl),,BarlowKillian2023
tomo1244-1-0351,tomo1244-1,buttress root sp.,krie,,or is this /kri e/?,BarlowKillian2023
tomo1244-1-0352,tomo1244-1,vegetable sp. (turmeric),kuʝaŋ,,,BarlowKillian2023
tomo1244-1-0353,tomo1244-1,"shell, coconut shell, egg shell",kula,la-kula (prefix /la-/),,BarlowKillian2023
tomo1244-1-0354,tomo1244-1,drinking coconut (TP: kulau),kulau,buŋ-kulau (prefix /buŋ-/),loan from Tok Pisin /kulau/ 'drinking coconut',BarlowKillian2023
tomo1244-1-0355,tomo1244-1,"sugarcane, sugar",kunkun,"ne=kunkun (sg), e=kunkun (pl); buŋ-kunkun (prefix /buŋ-/)",reduplication,BarlowKillian2023
tomo1244-1-0356,tomo1244-1,"seed, fruit",kure,"ne=kure (sg), e=kure (pl); kure=n (3sg)",is this usually possessed?,BarlowKillian2023
tomo1244-1-0357,tomo1244-1,meat inside the sprout of a coconut,kuru,,loan from Tok Pisin /kru/ 'sprout'?,BarlowKillian2023
tomo1244-1-0358,tomo1244-1,coconut half (half a shell),lalme,,prefix /la-/ with /lme/ 'coconut',BarlowKillian2023
tomo1244-1-0359,tomo1244-1,"sucker of a banana, pandanus, etc.",lek,e=lek (pl),same as 'frog'?,BarlowKillian2023
tomo1244-1-0360,tomo1244-1,ginger (TP: kawawar),lie,"e=lie (pl), buŋ-lie (prefix /buŋ-/), ra-lie (prefix /ra-/), e=ralie (pl)",,BarlowKillian2023
tomo1244-1-0361,tomo1244-1,mushroom,lieŋ,,abbreviated form of /palieŋ/ 'ear',BarlowKillian2023
tomo1244-1-0362,tomo1244-1,coconut,lme,"ne=lme (sg), e=lme (pl); da-lme (prefix /da-/) (e.g., a particularly sweet coconut?)",probably never occurs unprefixed,BarlowKillian2023
tomo1244-1-0363,tomo1244-1,tree sp. (island lychee; TP: ton),mabiu,e=mabiu (pl); ka-mabiu (prefix /ka-/),is this different from /mobiu/ 'pine tree'?,BarlowKillian2023
tomo1244-1-0364,tomo1244-1,yam sp. (white yam that is shaped like a handle),mage,,pronounced as [mɣe],BarlowKillian2023
tomo1244-1-0365,tomo1244-1,vegetable sp.,maʝe,maʝe=n (3sg?); e=maʝe=n (3sg)/(pl),perhaps refers to 'grinlip' (in Tok Pisin); does this take possessive marking?,BarlowKillian2023
tomo1244-1-0366,tomo1244-1,tree sp. (eucalyptus tree; TP: kumurere),makom,,,BarlowKillian2023
tomo1244-1-0367,tomo1244-1,sword grass (TP: kunai),mali,"e=mali (pl), ra-mali (prefix /ra-/), e=ra-mali (pl)",,BarlowKillian2023
tomo1244-1-0368,tomo1244-1,fruit sp. (papaya),mamiok,ka-mamiok (prefix /ka-/),,BarlowKillian2023
tomo1244-1-0369,tomo1244-1,fern sp.,mandon,ra-mandon (prefix /ra-/),perhaps refers to 'kumugras' (in Tok Pisin),BarlowKillian2023
